"question_user_country_code","num_pairs","median_response_hours","p90_response_hours"
"ke","7266470","0.1840277777777778","19.788333333333345"
"ug","4095965","0.36041666666666666","26.13636111111115"
"gb","315","0.11861111111111111","19.362055555555607"
"tz","12","0.125","0.22050000000000003"
